6, 0.16140503801273964
9, 0.1653557460850634
4, 0.16474686823022866
8, 0.1572895855525186
5, 0.16075552846935007
7, 0.16167809370748248
1, 0.16972135299993152
0, 0.14805737930744503
2, 0.15618524566106465
10, 0.1623377731399499
11, 0.1603629933791075
12, 0.16233554898323646
13, 0.16417700977741012
15, 0.16034569557861977
14, 0.16132490409647413
16, 0.16091740007324007
17, 0.1630191008857938
18, 0.1651379138706634
19, 0.16418720440201476
20, 0.16071537945931685
23, 0.16166699598704456
3, 0.16121461078181987
21, 0.1619868126709618
22, 0.1618225138264315
24, 0.16063147288544413
26, 0.16045962820827378
27, 0.16181606562757417
28, 0.16208694947366964
25, 0.16144718440458286
29, 0.1630215050338295
30, 0.16220408469856817
31, 0.1618885256270864
32, 0.16253779857512396
33, 0.16170628658356315
34, 0.1616061705887236
35, 0.16137179594253018
36, 0.16208961247646933
37, 0.16212763529269256
38, 0.16184102609893455
39, 0.1624357531609755
43, 0.1612304571912057
44, 0.16171898894389886
42, 0.16134817837476217
40, 0.1617759231842672
45, 0.1618692233419709
41, 0.1627275163996729
46, 0.16117851545817377
48, 0.16097905526434864
47, 0.16227221203667244
49, 0.16188302023269052
