d,alpha,kappa,tau,rho,lam,numavg,icl_mean,icl_std,idg_mean,idg_std
10,1.0,1.0,5.0,0.01,1e-05,10,0.9294674055217225,0.06814750485322109,0.5536420315648115,0.019783170994974307
