d,alpha,kappa,rho,numavg,gtask_mean,gtask_std
20,1.0,1.0,0.01,1000,1.46664925705502,2.3529217452600015
20,1.0,1000.0,0.01,1000,0.7380960502980562,1.2104556873899108
