3, 0.353858529393237
4, 0.3536078503929494
9, 0.35343275267758534
7, 0.35441139503426233
8, 0.3534992617440756
0, 0.35216778826983874
6, 0.3558624957336788
5, 0.3529036166473748
1, 0.3531458917400209
2, 0.35361041971222196
10, 0.35185689558437905
11, 0.35392271705127837
12, 0.3533545257456768
23, 0.35997250238275075
24, 0.36295750790196646
13, 0.35363566744045205
14, 0.3546063679844527
15, 0.35627308305612787
16, 0.3569074626503323
17, 0.35633529216222265
25, 0.3655603779129178
18, 0.35602159795843247
19, 0.35700191023585304
26, 0.3678244383834595
20, 0.3583556706298295
27, 0.3713514469926349
21, 0.3592476009539053
22, 0.36335472159697924
28, 0.37545738966830944
29, 0.38416941761697765
30, 0.3900875853158299
31, 0.3950104502808128
32, 0.3968069369363843
33, 0.4112639481274894
34, 0.42174412224507246
35, 0.44074965103953456
36, 0.45457010867812947
37, 0.46473651295749896
38, 0.482747216755076
39, 0.4961261101025501
40, 0.517420829543152
